Nome;Valore
flagging;0.14
flagrant;0.11
flagrantly;0.18
flair;0.14
flairs;0.13
flak;0.15
flake;0.05
flakey;0.15
flakieness;0.12
flaking;0.19
flaky;0.06
flare;0.12
flares;0.09
flareup;0.16
flareups;0.01
flat-out;0.17
flaunt;0.13
flaw;0.06
flawed;0.12
flaws;0.12
flee;0
fleed;0.19
fleeing;0.15
fleer;0.02
flees;0.06
fleeting;0.06
flicering;0.16
flicker;0.07
flickering;0.14
flickers;0.19
flighty;0.06
flimflam;0.18
flimsy;0.1
flirt;0.1
flirty;0.14
floored;0.09
flounder;0.13
floundering;0.05
flout;0.17
fluster;0.02
foe;0.05
fool;0.06
fooled;0.14
foolhardy;0.07
foolish;0.12
foolishly;0.01
foolishness;0.11
forbid;0.17
forbidden;0.01
forbidding;0.06
forceful;0.14
foreboding;0.1
forebodingly;0.19
forfeit;0.05
forged;0.05
forgetful;0.17
forgetfully;0.19
forgetfulness;0.03
forlorn;0.16
forlornly;0.19
forsake;0.02
forsaken;0.14
forswear;0.15
foul;0.2
foully;0.19
foulness;0.13
fractious;0.15
fractiously;0.11
fracture;0.03
fragile;0.17
fragmented;0.19
frail;0.15
frantic;0.14
frantically;0.05
franticly;0.18
fraud;0.15
fraudulent;0.12
fraught;0.18
frazzle;0.06
frazzled;0.15
freak;0.15
freaking;0.14
freakish;0.19
freakishly;0.13
freaks;0.17
freeze;0.11
freezes;0.13
freezing;0.2
frenetic;0.15
frenetically;0.04
frenzied;0.12
frenzy;0.07
fret;0.04
fretful;0.15
frets;0.16
friction;0.17
frictions;0.03
fried;0.16
friggin;0.19
frigging;0
fright;0
frighten;0.19
frightening;0.15
frighteningly;0.15
frightful;0.12
frightfully;0.14
frigid;0.08
frost;0.11
frown;0.18
froze;0.01
frozen;0.12
fruitless;0.02
fruitlessly;0.14
frustrate;0.15
frustrated;0.04
frustrates;0.1
frustrating;0.18
frustratingly;0.05
frustration;0.09
frustrations;0.08
fuck;0.02
fucking;0.09
fudge;0.05
fugitive;0.03
full-blown;0.11
fulminate;0.15
fumble;0.06
fume;0
fumes;0.05
fundamentalism;0.08
funky;0.03
funnily;0.07
funny;0.2
furious;0.18
furiously;0.01
furor;0.02
fury;0.06
fuss;0.02
fussy;0
fustigate;0.2
fusty;0.15
futile;0.07
futilely;0.01
futility;0.04
fuzzy;0.11
gabble;0.19
gaff;0.09
gaffe;0.09
gainsay;0.09
gainsayer;0.1
gall;0.02
galling;0.01
gallingly;0.04
galls;0.18
gangster;0.09
gape;0.1
garbage;0.06
garish;0.13
gasp;0.09
gauche;0.1
gaudy;0.05
gawk;0.08
gawky;0.02
geezer;0.06
genocide;0.05
get-rich;0.04
ghastly;0.1
ghetto;0.04
ghosting;0.04
gibber;0.07
gibberish;0.08
gibe;0.16
giddy;0.09
gimmick;0.12
gimmicked;0.13
gimmicking;0.1
gimmicks;0.14
gimmicky;0.01
glare;0.14
glaringly;0.06
glib;0.09
glibly;0.19
glitch;0.04
glitches;0.13
gloatingly;0.02
gloom;0.15
gloomy;0.05
glower;0.05
glum;0.01
glut;0.02
gnawing;0.08
goad;0.02
goading;0.07
god-awful;0.02
goof;0.19
goofy;0.2
goon;0.16
gossip;0
graceless;0.04
gracelessly;0.16
graft;0.2
grainy;0.18
grapple;0.07
grate;0.13
grating;0.09
gravely;0.08
greasy;0.13
greed;0.1
greedy;0.01
grief;0.11
grievance;0.17
grievances;0.09
grieve;0.19
grieving;0.11
grievous;0.09
grievously;0.13
grim;0.16
grimace;0.12
grind;0.02
gripe;0.19
gripes;0.1
grisly;0.16
gritty;0.14
gross;0.12
grossly;0.08
grotesque;0.05
grouch;0.16
grouchy;0.07
groundless;0.11
grouse;0
growl;0.14
grudge;0.12
grudges;0.15
grudging;0.16
grudgingly;0.09
gruesome;0.13
gruesomely;0.01
gruff;0.08
grumble;0.18
grumpier;0.09
grumpiest;0.04
grumpily;0.17
grumpish;0.07
grumpy;0.05
guile;0.01
guilt;0.19
guiltily;0.08
guilty;0.18
gullible;0.02
gutless;0.04
gutter;0.02
hack;0.1
hacks;0.01
haggard;0.02
haggle;0.19
hairloss;0.13
halfhearted;0.03
halfheartedly;0.14
hallucinate;0.14
hallucination;0.18
hamper;0.14
hampered;0.06
handicapped;0.1
hang;0.2
hangs;0.19
haphazard;0.1
hapless;0.13
harangue;0.13
harass;0.2
harassed;0.02
harasses;0.17
harassment;0.05
harboring;0.17
harbors;0.16
hard;0.09
hard-hit;0.1
hard-line;0.19
hard-liner;0.11
hardball;0.1
harden;0.06
hardened;0.13
hardheaded;0.09
hardhearted;0.17
hardliner;0.01
hardliners;0.02
hardship;0.05
hardships;0.18
harm;0.14
harmed;0.15
harmful;0.01
harms;0.11
harpy;0.1
harridan;0.05
harried;0.18
harrow;0.02
harsh;0.16
harshly;0.04
hasseling;0.01
hassle;0.06
hassled;0.2
hassles;0.01
haste;0.19
hastily;0.01
hasty;0.1
hate;0.15
hated;0.1
hateful;0.01
hatefully;0.07
hatefulness;0.05
hater;0.06
haters;0.02
hates;0.02
hating;0.09
hatred;0.11
haughtily;0.05
haughty;0.07
haunt;0.1
haunting;0.07
havoc;0.06
hawkish;0.04
haywire;0.14
hazard;0.08
hazardous;0.06
haze;0.17
hazy;0.18
head-aches;0.03
headache;0.09
headaches;0.02
heartbreaker;0.19
heartbreaking;0.08
heartbreakingly;0.11
heartless;0.1
heathen;0.11
heavy-handed;0.16
heavyhearted;0.18
heck;0.01
heckle;0.05
heckled;0.08
heckles;0.06
hectic;0.02
hedge;0.02
hedonistic;0.17
heedless;0.02
hefty;0.08
hegemonism;0.01
hegemonistic;0.12
hegemony;0.14
heinous;0.07
hell;0.18
hell-bent;0.12
hellion;0.14
hells;0.11
helpless;0.06
helplessly;0.14
helplessness;0.14
heresy;0.07
heretic;0.17
heretical;0.16
hesitant;0.03
hestitant;0.09
hideous;0.17
hideously;0.12
hideousness;0.11
high-priced;0.15
hiliarious;0.04
hinder;0.12
hindrance;0.09
hiss;0.16
hissed;0.04
hissing;0
ho-hum;0.18
hoard;0.01
hoax;0.05
hobble;0.08
hogs;0.16
hollow;0.11
hoodium;0.16
hoodwink;0.16
hooligan;0.04
hopeless;0.09
hopelessly;0.01
hopelessness;0.12
horde;0.1
horrendous;0.01
horrendously;0.13
horrible;0.17
horrid;0.02
horrific;0.08
horrified;0.02
horrifies;0.14
horrify;0.02
horrifying;0.17
horrifys;0.06
hostage;0
hostile;0.16
hostilities;0.13
hostility;0.09
hotbeds;0.09
hothead;0.09
hotheaded;0.13
hothouse;0.05
hubris;0.06
huckster;0.18
hum;0.09
humid;0.02
humiliate;0.02
humiliating;0.12
humiliation;0.17
humming;0.09
hung;0.06
hurt;0.08
hurted;0.1
hurtful;0.03
hurting;0.16
hurts;0.17
hustler;0.18
hype;0.14
hypocricy;0.12
hypocrisy;0.18
hypocrite;0.13
hypocrites;0.02
hypocritical;0.18
hypocritically;0.08
hysteria;0.01
hysteric;0.18
hysterical;0.16
hysterically;0.08
hysterics;0.18
idiocies;0.16
idiocy;0.02
idiot;0.05
idiotic;0.16
idiotically;0.06
idiots;0.04
idle;0.19
ignoble;0
ignominious;0.18
ignominiously;0.06
ignominy;0.19
ignorance;0.18
ignorant;0.18
ignore;0.04
ill-advised;0.01
ill-conceived;0.11
ill-defined;0.04
ill-designed;0.09
ill-fated;0.15
ill-favored;0.18
ill-formed;0.1
ill-mannered;0.17
ill-natured;0.09
ill-sorted;0.04
ill-tempered;0.07
ill-treated;0.09
ill-treatment;0.07
ill-usage;0.16
ill-used;0.18
illegal;0.06
illegally;0.14
illegitimate;0.08
illicit;0.07
illiterate;0.03
illness;0.05
illogic;0.18
illogical;0.04
illogically;0.04
illusion;0.18
illusions;0.12
illusory;0.19
imaginary;0.1
imbalance;0.07
imbecile;0.15
imbroglio;0.11
immaterial;0.08
immature;0.07
imminence;0.02
imminently;0.19
immobilized;0.03
immoderate;0.2
immoderately;0.04
immodest;0.07
immoral;0.07
immorality;0.12
immorally;0.17
immovable;0.18
impair;0.1
impaired;0.16
impasse;0.02
impatience;0.1
impatient;0.04
impatiently;0.06
impeach;0.01
impedance;0.08
impede;0.15
impediment;0.01
impending;0.02
impenitent;0.17
imperfect;0.08
imperfection;0.14
imperfections;0.12
imperfectly;0.11
imperialist;0.04
imperil;0.15
imperious;0.11
imperiously;0.03
impermissible;0.01
impersonal;0.03
impertinent;0.13
impetuous;0.06
impetuously;0.16
impiety;0.13
impinge;0.1
impious;0.17
implacable;0.1
implausible;0.04
implausibly;0.11
implicate;0.04
implication;0.19
implode;0.14
impolite;0.15
impolitely;0.04
impolitic;0.14
importunate;0.13
importune;0.04
impose;0
imposers;0.14
imposing;0.15
imposition;0.18
impossible;0.01
impossiblity;0.13
impossibly;0.09
impotent;0.01
impoverish;0.03
impoverished;0.19
impractical;0.15
imprecate;0.16
imprecise;0.08
imprecisely;0.03
imprecision;0.12
imprison;0.14
imprisonment;0.07
improbability;0.01
improbable;0.11
improbably;0.08
improper;0.04
improperly;0.1
impropriety;0.15
imprudence;0.19
imprudent;0.17
impudence;0.02
impudent;0.07
impudently;0.07
impugn;0.2
impulsive;0.14
impulsively;0.08
impunity;0.17
impure;0.12
impurity;0.04
inability;0.07
inaccuracies;0.18
inaccuracy;0.1
inaccurate;0.13
inaccurately;0.07
inaction;0.13
inactive;0.05
inadequacy;0.1
inadequate;0.14
inadequately;0.04
inadverent;0.03
inadverently;0.05
inadvisable;0.15
inadvisably;0.09
inane;0.05
inanely;0.03
inappropriate;0.08
inappropriately;0.17
inapt;0.04
inaptitude;0.04
inarticulate;0.05
inattentive;0
inaudible;0.16
incapable;0.08
incapably;0.11
incautious;0.09
incendiary;0.06
incense;0.16
incessant;0.05
incessantly;0.12
incite;0.12
incitement;0.15
incivility;0.04
inclement;0.14
incognizant;0.06
incoherence;0.01
incoherent;0.06
incoherently;0.06
incommensurate;0.09
incomparable;0.01
incomparably;0.13
incompatability;0.13
incompatibility;0.07
incompatible;0.02
incompetence;0.18
incompetent;0.1
incompetently;0.01
incomplete;0.05
incompliant;0.06
incomprehensible;0.17
incomprehension;0.13
inconceivable;0.1
inconceivably;0.09
incongruous;0.09
incongruously;0.19
inconsequent;0.16
inconsequential;0.2
inconsequentially;0.07
inconsequently;0.1
inconsiderate;0.06
inconsiderately;0.12
inconsistence;0.19
inconsistencies;0.11
inconsistency;0.15
inconsistent;0.04
inconsolable;0.17
inconsolably;0.13
inconstant;0.06
inconvenience;0.09
inconveniently;0.16
incorrect;0.16
incorrectly;0.01
incorrigible;0.01
incorrigibly;0.2
incredulous;0.03
incredulously;0.19
inculcate;0.11
indecency;0.13
indecent;0.13
indecently;0.01
indecision;0.07
indecisive;0.13
indecisively;0.12
indecorum;0.01
indefensible;0.12
indelicate;0.19
indeterminable;0.08
indeterminably;0.06
indeterminate;0.16
indifference;0.12
indifferent;0.18
indigent;0.14
indignant;0.02
indignantly;0.05
indignation;0.09
indignity;0.03
indiscernible;0.04
indiscreet;0.09
indiscreetly;0.13
indiscretion;0.14
indiscriminate;0.04
indiscriminately;0.03
indiscriminating;0.09
indistinguishable;0.11
indoctrinate;0.02
indoctrination;0.18
indolent;0.14
indulge;0.02
ineffective;0.17
ineffectively;0.13
ineffectiveness;0.14
ineffectual;0.09
ineffectually;0.13
ineffectualness;0.01
inefficacious;0.02
inefficacy;0.08
inefficiency;0.14
inefficient;0.01
inefficiently;0.14
inelegance;0
inelegant;0.03
ineligible;0.14
ineloquent;0.13
ineloquently;0.03
inept;0.1
ineptitude;0.07
ineptly;0.05
inequalities;0.12
inequality;0.16
inequitable;0.19
inequitably;0.04
inequities;0.07
inescapable;0.15
inescapably;0.16
inessential;0.16
inevitable;0.17
inevitably;0.19
inexcusable;0.02
inexcusably;0.14
inexorable;0.18
inexorably;0.17
inexperience;0.1
inexperienced;0.14
inexpert;0.09
inexpertly;0.06
inexpiable;0.19
inexplainable;0.06
inextricable;0.11
inextricably;0.17
infamous;0.14
infamously;0.1
infamy;0.03
infected;0.16
infection;0.19
infections;0.11
inferior;0.06
inferiority;0.09
infernal;0.13
infest;0.14
infested;0.08
infidel;0.03
infidels;0.11
infiltrator;0.15
infiltrators;0.06
infirm;0.08
inflame;0.13
inflammation;0.15
inflammatory;0.11
inflammed;0.1
inflated;0.19
inflationary;0.14
inflexible;0.09
inflict;0.03
infraction;0.02
infringe;0.12
infringement;0.14
infringements;0.11
infuriate;0.12
infuriated;0.2
infuriating;0.15
infuriatingly;0.1
inglorious;0.14
ingrate;0.05
ingratitude;0.13
inhibit;0.18
inhibition;0.09
inhospitable;0.06
inhospitality;0
inhuman;0.01
inhumane;0.08
inhumanity;0.17
inimical;0.07
inimically;0.06
iniquitous;0.18
iniquity;0.2
injudicious;0.06
injure;0
injurious;0.03
injury;0.06
injustice;0.04
injustices;0.18
innuendo;0.04
inoperable;0.03
inopportune;0.12
inordinate;0.06
inordinately;0.13
insane;0.06
insanely;0.13
insanity;0.2
insatiable;0.07
insecure;0.16
insecurity;0.03
insensible;0.07
insensitive;0.02
insensitively;0.07
insensitivity;0.12
insidious;0.17
insidiously;0.12
insignificance;0.1
insignificant;0.05
insignificantly;0.1
insincere;0.07
insincerely;0.04
insincerity;0.03
insinuate;0.16
insinuating;0.02
insinuation;0.19
insociable;0.08
insolence;0.18
insolent;0.18
insolently;0
insolvent;0.05
insouciance;0.18
instability;0.09
instable;0.2
instigate;0.01
instigator;0.2
instigators;0.1
insubordinate;0.04
insubstantial;0.05
insubstantially;0.04
insufferable;0.2
insufferably;0.04
insufficiency;0.03
insufficient;0.04
insufficiently;0.04
insular;0.17
insult;0.07
insulted;0.19
insulting;0.19
insultingly;0
insults;0.19
insupportable;0.12
insupportably;0.1
insurmountable;0.08
insurmountably;0.13
insurrection;0.09
intefere;0.06
inteferes;0.06
intense;0.01
interfere;0.09
interference;0.12
interferes;0.12
intermittent;0.03
interrupt;0.18
interruption;0.07
interruptions;0.04
intimidate;0
intimidating;0.01
intimidatingly;0.09
intimidation;0.12
intolerable;0.1
intolerablely;0.11
intolerance;0.19
intoxicate;0.08
intractable;0.02
intransigence;0.07
intransigent;0.05
intrude;0.13
intrusion;0.18
intrusive;0.06
inundate;0.11
inundated;0.1
invader;0.07
invalid;0.15
invalidate;0.05
invalidity;0.1
invasive;0.08
invective;0.17
inveigle;0.17
invidious;0.02
invidiously;0.1
invidiousness;0.05
invisible;0.01
involuntarily;0.17
involuntary;0.17
irascible;0.19
irate;0
irately;0.06
ire;0.07
irk;0.03
irked;0.04
irking;0.08
irks;0.09
irksome;0.17
irksomely;0.12
irksomeness;0.11
irksomenesses;0.05
ironic;0.16
ironical;0.18
ironically;0.01
ironies;0.14
irony;0.1
irragularity;0.08
irrational;0.07
irrationalities;0.2
irrationality;0.08
irrationally;0.17
irrationals;0.09
irreconcilable;0.02
irrecoverable;0.07
irrecoverableness;0.18
irrecoverablenesses;0.17
irrecoverably;0.18
irredeemable;0.02
irredeemably;0.06
irreformable;0.1
irregular;0.08
irregularity;0.16
irrelevance;0.13
irrelevant;0.11
irreparable;0.03
irreplacible;0.09
irrepressible;0.11
irresolute;0.13
irresolvable;0.2
irresponsible;0.06
irresponsibly;0.2
irretating;0.12
irretrievable;0.11
irreversible;0.13
irritable;0.11
irritably;0.08
irritant;0.16
irritate;0.02
irritated;0.07
irritating;0.04
irritation;0.03
irritations;0.16
isolate;0.09
isolated;0.15
isolation;0.19
issue;0
issues;0.12
itch;0.01
itching;0.01
itchy;0.13
jabber;0.1
jaded;0.15
jagged;0.18
jam;0.05
jarring;0.01
jaundiced;0.11
jealous;0.17
jealously;0.17
jealousness;0.16
jealousy;0
jeer;0.04
jeering;0.07
jeeringly;0.01
jeers;0.01
jeopardize;0.13
jeopardy;0.04
jerk;0.16
jerky;0.07
jitter;0.09
jitters;0.19
jittery;0.01
job-killing;0.13
jobless;0.08
joke;0.04
joker;0.08
jolt;0.05
judder;0.08
juddering;0.19
judders;0.16
jumpy;0.18
junk;0.2
junky;0.14
junkyard;0
jutter;0.19
jutters;0.1
kaput;0.06
kill;0.09
killed;0.13
killer;0.12
killing;0.02
killjoy;0.08
kills;0.17
knave;0.14
knife;0.02
knock;0.18
knotted;0.03
kook;0.19
kooky;0.09
lack;0.18
lackadaisical;0.11
lacked;0.09
lackey;0.1
lackeys;0.15
lacking;0.18
lackluster;0.01
lacks;0.06
laconic;0.1
lag;0.03
lagged;0.08
lagging;0.16
laggy;0.09
lags;0.16
laid-off;0.01
lambast;0.14
lambaste;0.03
lame;0.16
lame-duck;0.01
lament;0.12
lamentable;0.19
lamentably;0.14
languid;0.05
languish;0.06
languor;0.16
languorous;0.04
languorously;0.06
lanky;0.16
lapse;0.16
lapsed;0.18
lapses;0.15
lascivious;0.06
last-ditch;0.11
latency;0.04
laughable;0.01
laughably;0.04
laughingstock;0.03
lawbreaker;0.02
lawbreaking;0.11
lawless;0.19
lawlessness;0.2
layoff;0.17
layoff-happy;0.03
lazy;0.04
leak;0.04
leakage;0.02
leakages;0.06
leaking;0.05
leaks;0.08
leaky;0.03
lech;0.14
lecher;0.18
lecherous;0.05
lechery;0.14
leech;0.03
leer;0.09
leery;0.18
left-leaning;0.19
lemon;0.09
lengthy;0.12
less-developed;0.08
lesser-known;0.06
letch;0.08
lethal;0.07
lethargic;0.03
lethargy;0.07
lewd;0.17
lewdly;0.17
lewdness;0.15
liability;0.17
liable;0.19
liar;0.05
liars;0.16
licentious;0.1
licentiously;0
licentiousness;0.14
lie;0.09
lied;0.16
lier;0.19
lies;0.05
life-threatening;0.12
lifeless;0.12
limit;0.02
limitation;0.14
limitations;0.13
limited;0.07
limits;0.03
limp;0.01
listless;0
litigious;0.11
little-known;0.17
livid;0.13
lividly;0.13
loath;0.09
loathe;0.2
loathing;0.04
loathly;0.09
loathsome;0.12
loathsomely;0.2
lone;0.01
loneliness;0.05
lonely;0.01
loner;0.16
lonesome;0.11
long-time;0.14
long-winded;0.09
longing;0.01
longingly;0.14
loophole;0.01
loopholes;0.03
loose;0.05
loot;0.07
lorn;0.19
lose;0.07
loser;0.16
losers;0.15
loses;0.01
losing;0
loss;0.16
losses;0.2
lost;0.19
loud;0.12
louder;0.12
lousy;0.03
loveless;0.12
lovelorn;0.11
low-rated;0.07
lowly;0.03
ludicrous;0.16
ludicrously;0.04
lugubrious;0.02
lukewarm;0.04
lull;0.02
lumpy;0.02
lunatic;0.07
lunaticism;0.11
lurch;0.06
lure;0.16
lurid;0.1
lurk;0.17
lurking;0.15
lying;0.09
macabre;0.03
mad;0.07
madden;0.02
maddening;0
maddeningly;0.08
madder;0.05
madly;0.16
madman;0.11
madness;0.11
maladjusted;0.1
maladjustment;0.05
malady;0.2
malaise;0.07
malcontent;0.02
malcontented;0.04
maledict;0.18
malevolence;0.09
malevolent;0.07
malevolently;0.04
malice;0.14
malicious;0.14
maliciously;0.17
maliciousness;0.02
malign;0.19
malignant;0.05
malodorous;0.08
maltreatment;0.11
mangle;0.14
mangled;0.02
mangles;0.04
mangling;0.04
mania;0
maniac;0.19
maniacal;0.08
manic;0.11
manipulate;0.09
manipulation;0.09
manipulative;0.16
manipulators;0.1
mar;0.1
marginal;0.16
marginally;0.02
martyrdom;0.03
martyrdom-seeking;0.08
mashed;0.2
massacre;0.02
massacres;0.03
matte;0.15
mawkish;0.11
mawkishly;0.2
mawkishness;0.01
meager;0.12
meaningless;0.06
meanness;0.19
measly;0.14
meddle;0
meddlesome;0.2
mediocre;0.03
mediocrity;0.11
melancholy;0.2
melodramatic;0.19
melodramatically;0.12
meltdown;0.12
menace;0.12
menacing;0.02
menacingly;0.18
mendacious;0.1
mendacity;0.12
menial;0.2
merciless;0.09
mercilessly;0.1
mess;0.04
messed;0.14
messes;0.17
messing;0.11
messy;0.18
midget;0.09
miff;0.13
militancy;0.11
mindless;0.11
mindlessly;0.12
mirage;0.06
mire;0.03
misalign;0.16
misaligned;0.14
misaligns;0.09
misapprehend;0.18
misbecome;0.06
misbecoming;0
misbegotten;0.01
misbehave;0.05
misbehavior;0.16
miscalculate;0.15
miscalculation;0.09
miscellaneous;0
mischief;0.12
mischievous;0.06
mischievously;0.2
misconception;0.02
misconceptions;0.08
miscreant;0.03
miscreants;0.06
misdirection;0.14
miser;0.02
miserable;0.13
miserableness;0.11
miserably;0.07
miseries;0.08
miserly;0.03
misery;0.15
misfit;0.18
misfortune;0.13
misgiving;0.19
misgivings;0.16
misguidance;0.03
misguide;0.16
misguided;0.04
mishandle;0.18
mishap;0.03
misinform;0.18
misinformed;0.16
misinterpret;0.03
misjudge;0.09
misjudgment;0.03
mislead;0.09
misleading;0.16
misleadingly;0.1
mislike;0.18
mismanage;0.12
mispronounce;0.18
mispronounced;0.06
mispronounces;0.05
misread;0.01
misreading;0.1
misrepresent;0.1
misrepresentation;0.16
miss;0.13
missed;0.04
misses;0.08
misstatement;0.14
mist;0.08
mistake;0.14
mistaken;0.09
mistakenly;0.13
mistakes;0.12
mistified;0.05
mistress;0.14
mistrust;0.15
mistrustful;0.09
mistrustfully;0.06
mists;0.14
misunderstand;0.14
misunderstanding;0.04
misunderstandings;0.08
misunderstood;0.09
misuse;0.19
moan;0.12
mobster;0.03
mock;0.01
mocked;0.19
mockeries;0.11
mockery;0.11
mocking;0.19
mockingly;0.07
mocks;0.07
molest;0.12
molestation;0.01
monotonous;0.16
monotony;0.05
monster;0.13
monstrosities;0.13
monstrosity;0.17
monstrous;0.06
monstrously;0.04
moody;0.12
moot;0.12
mope;0.11
morbid;0.01
morbidly;0.07
mordant;0.08
mordantly;0.02
moribund;0.15
moron;0.12
moronic;0.14
morons;0.06
mortification;0.07
mortified;0.14
mortify;0.18
mortifying;0.11
motionless;0.03
motley;0.17
mourn;0.09
mourner;0
mournful;0.03
mournfully;0.05
muddle;0.03
muddy;0.03
mudslinger;0.17
mudslinging;0.04
mulish;0.02
multi-polarization;0.13
mundane;0.08
murder;0.19
murderer;0.04
murderous;0.16
murderously;0.2
murky;0.07
muscle-flexing;0.04
mushy;0.03
musty;0.01
mysterious;0.04
mysteriously;0.03
mystery;0.19
mystify;0.16
myth;0.18
nag;0.04
nagging;0.19
naive;0.18
naively;0.11
narrower;0.18
nastily;0.09
nastiness;0.09
nasty;0.19
naughty;0.14
nauseate;0
nauseates;0.19
nauseating;0.11
nauseatingly;0.16
na�ve;0.13
nebulous;0.09
nebulously;0.14
needless;0.08
needlessly;0.17
needy;0.05
nefarious;0.15
nefariously;0.02
negate;0.02
negation;0.12
negative;0.11
negatives;0.1
negativity;0.17
neglect;0.17
neglected;0.16
negligence;0.12
negligent;0.08
nemesis;0.03
nepotism;0.04
nervous;0.12
nervously;0.15
nervousness;0.09
nettle;0.02
nettlesome;0.07
neurotic;0.07
neurotically;0.02
niggle;0.17
niggles;0.04
nightmare;0.1
nightmarish;0.04
nightmarishly;0.16
nitpick;0
nitpicking;0.1
noise;0.09
noises;0.09
noisier;0.03
noisy;0.15
non-confidence;0.12
nonexistent;0.04
nonresponsive;0.04
nonsense;0.05
nosey;0.18
notoriety;0.03
notorious;0.18
notoriously;0.15
noxious;0.01
nuisance;0.11
numb;0.03
obese;0.02
object;0.04
objection;0.01
objectionable;0.03
objections;0.13
oblique;0.15
obliterate;0.13
obliterated;0.05
oblivious;0.08
obnoxious;0.2
obnoxiously;0.14
obscene;0.17
obscenely;0.09
obscenity;0.16
obscure;0.16
obscured;0.04
obscures;0.05
obscurity;0.03
obsess;0.03
obsessive;0.03
obsessively;0.07
obsessiveness;0.18
obsolete;0.14
obstacle;0.19
obstinate;0.06
obstinately;0.16
obstruct;0.08
obstructed;0.01
obstructing;0.12
obstruction;0.13
obstructs;0
obtrusive;0.17
obtuse;0.09
occlude;0.17
occluded;0.18
occludes;0.18
occluding;0.11
odd;0.14
odder;0.17
oddest;0.16
oddities;0.1
oddity;0.09
oddly;0.02
odor;0.03
offence;0.01
offend;0.1
offender;0.08
offending;0.2
offenses;0.18
offensive;0.16
offensively;0.13
offensiveness;0.12
officious;0.04
ominous;0.16
ominously;0.11
omission;0.16
omit;0.04
one-sided;0.03
onerous;0.02
onerously;0.02
onslaught;0.19
opinionated;0.16
opponent;0.05
opportunistic;0.16
oppose;0.06
opposition;0.12
oppositions;0.13
oppress;0.1
oppression;0.06
oppressive;0.16
oppressively;0.19
oppressiveness;0.06
oppressors;0.05
ordeal;0.05
orphan;0.01
ostracize;0.12
outbreak;0
outburst;0.11
outbursts;0.13
outcast;0.07
outcry;0.12
outlaw;0.05
outmoded;0.18
outrage;0.04
outraged;0.01
outrageous;0.05
outrageously;0.17
outrageousness;0.2
outrages;0.06
outsider;0.02
over-acted;0.17
over-awe;0
over-balanced;0.16
over-hyped;0.17
over-priced;0.13
over-valuation;0.1
overact;0.18
overacted;0.05
overawe;0.06
overbalance;0.08
overbalanced;0.05
overbearing;0.03
overbearingly;0.01
overblown;0.15
overdo;0.11
overdone;0.17
overdue;0.13
overemphasize;0.13
overheat;0.05
overkill;0.08
overloaded;0.14
overlook;0.09
overpaid;0.05
overpayed;0.15
overplay;0.08
overpower;0.02
overpriced;0.08
overrated;0.09
overreach;0.13
overrun;0.04
overshadow;0.17
oversight;0.03
oversights;0.2
oversimplification;0.13
oversimplified;0.13
oversimplify;0.04
oversize;0.04
overstate;0.19
overstated;0.01
overstatement;0.16
overstatements;0.19
overstates;0.12
overtaxed;0.12
overthrow;0.1
overthrows;0.1
overturn;0.15
overweight;0.19
overwhelm;0.1
overwhelmed;0.17
overwhelming;0.15
overwhelmingly;0.17
overwhelms;0.01
overzealous;0
overzealously;0.17
overzelous;0.1
pain;0.1
painful;0.04
painfull;0.12
painfully;0.06
pains;0.13
pale;0.11
pales;0.14
paltry;0.13
pan;0.09
pandemonium;0.13
pander;0.13
pandering;0.17
panders;0.09
panic;0.03
panick;0.07
panicked;0.05
panicking;0.17
panicky;0.18
paradoxical;0
paradoxically;0.05
paralize;0.08
paralyzed;0.13
paranoia;0.03
paranoid;0.09
parasite;0.13
pariah;0.01
parody;0.08
partiality;0.09
partisan;0.02
partisans;0.18
passe;0.13
passive;0.15
passiveness;0.02
pathetic;0.04
pathetically;0.15
patronize;0.04
paucity;0.03
pauper;0.11
paupers;0.15
payback;0.18
peculiar;0.05
peculiarly;0.1
pedantic;0.14
peeled;0.02
peeve;0.01
peeved;0.09
peevish;0.02
peevishly;0.12
penalize;0
penalty;0.19
perfidious;0.08
perfidity;0.11
perfunctory;0.15
peril;0.02
perilous;0.13
perilously;0.05
perish;0.05
pernicious;0.1
perplex;0.02
perplexed;0.09
perplexing;0.08
perplexity;0.15
persecute;0.06
persecution;0.04
pertinacious;0.18
pertinaciously;0.16
pertinacity;0.13
perturb;0.18
perturbed;0.12
pervasive;0.06
perverse;0.15
perversely;0.11
perversion;0.18
perversity;0.08
pervert;0.01
perverted;0.07
perverts;0.19
pessimism;0.09
pessimistic;0.06
pessimistically;0.05
pest;0.17
pestilent;0.03
petrified;0.16
petrify;0.04
pettifog;0.2
petty;0.1
phobia;0.08
phobic;0.1
phony;0.2
picket;0.12
picketed;0.03
picketing;0.1
pickets;0.1
picky;0.15
pig;0.01
pigs;0.17
pillage;0.06
pillory;0.05
pimple;0.05
pinch;0.12
pique;0.01
pitiable;0.03
pitiful;0.03
pitifully;0.07
pitiless;0.11
pitilessly;0.15
pittance;0.04
pity;0.11
plagiarize;0.05
plague;0.11
plasticky;0.14
plaything;0.03
plea;0.03
pleas;0.19
plebeian;0.13
plight;0.1
plot;0.16
plotters;0.13
ploy;0.08
plunder;0.15
plunderer;0.09
pointless;0.05
pointlessly;0.13
poison;0.08
poisonous;0.06
poisonously;0.19
pokey;0.06
poky;0.11
polarisation;0.06
polemize;0.09
pollute;0.03
