Nome;Valore
finicky;0.32
fissures;0.29
fist;0.23
flabbergast;0.29
flabbergasted;0.49
flagging;0.1
flagrant;0.38
flagrantly;0.33
flair;0.48
flairs;0.41
flak;0.12
flake;0.16
flakey;0.2
flakieness;0.16
flaking;0.23
flaky;0.12
flare;0.03
flares;0.25
flareup;0.24
flareups;0.14
flat-out;0.15
flaunt;0.34
flaw;0.4
flawed;0.13
flaws;0.1
flee;0.09
fleed;0.22
fleeing;0.22
fleer;0.05
flees;0.29
fleeting;0.41
flicering;0.47
flicker;0.43
flickering;0.37
flickers;0.18
flighty;0.31
flimflam;0.21
flimsy;0.47
flirt;0.24
flirty;0.17
floored;0.07
flounder;0.09
floundering;0.13
flout;0.01
fluster;0.24
foe;0.27
fool;0.12
fooled;0.22
foolhardy;0.11
foolish;0.29
foolishly;0.14
foolishness;0.14
forbid;0.11
forbidden;0.19
forbidding;0.08
forceful;0.2
foreboding;0.25
forebodingly;0.26
forfeit;0.16
forged;0.1
forgetful;0.38
forgetfully;0.34
forgetfulness;0.13
forlorn;0.16
forlornly;0.28
forsake;0.09
forsaken;0.21
forswear;0.16
foul;0.39
foully;0.13
foulness;0.42
fractious;0.4
fractiously;0.4
fracture;0.06
fragile;0.32
fragmented;0.45
frail;0.14
frantic;0.14
frantically;0.17
franticly;0.28
fraud;0.23
fraudulent;0.46
fraught;0.35
frazzle;0.35
frazzled;0.21
freak;0.1
freaking;0.01
freakish;0.38
freakishly;0.14
freaks;0.13
freeze;0.25
freezes;0.1
freezing;0.38
frenetic;0.15
frenetically;0.23
frenzied;0.28
frenzy;0.47
fret;0.28
fretful;0.41
frets;0.01
friction;0.15
frictions;0.15
fried;0.38
friggin;0.42
frigging;0.06
fright;0.25
frighten;0.21
frightening;0.06
frighteningly;0.12
frightful;0.13
frightfully;0.37
frigid;0.21
frost;0
frown;0.15
froze;0.16
frozen;0.24
fruitless;0.43
fruitlessly;0.07
frustrate;0.16
frustrated;0.24
frustrates;0.01
frustrating;0.44
frustratingly;0.15
frustration;0.27
frustrations;0.18
fuck;0.22
fucking;0.19
fudge;0.34
fugitive;0.22
full-blown;0.46
fulminate;0
fumble;0.37
fume;0.23
fumes;0.11
fundamentalism;0.31
funky;0.05
funnily;0.33
funny;0.39
furious;0.22
furiously;0.19
furor;0.44
fury;0.2
fuss;0.32
fussy;0.44
fustigate;0.07
fusty;0.49
futile;0.29
futilely;0.12
futility;0.33
fuzzy;0.16
gabble;0.01
gaff;0.02
gaffe;0.27
gainsay;0.3
gainsayer;0.37
gall;0.3
galling;0.45
gallingly;0.28
galls;0.34
gangster;0.14
gape;0.23
garbage;0.15
garish;0.37
gasp;0
gauche;0.36
gaudy;0.26
gawk;0.39
gawky;0.21
geezer;0.01
genocide;0.39
get-rich;0.24
ghastly;0.35
ghetto;0.15
ghosting;0.15
gibber;0.25
gibberish;0.4
gibe;0.07
giddy;0.04
gimmick;0.18
gimmicked;0.15
gimmicking;0.13
gimmicks;0.28
gimmicky;0.23
glare;0.11
glaringly;0.2
glib;0.49
glibly;0.35
glitch;0
glitches;0.43
gloatingly;0.25
gloom;0.47
gloomy;0.04
glower;0.4
glum;0.42
glut;0.12
gnawing;0.33
goad;0.07
goading;0.38
god-awful;0.4
goof;0.33
goofy;0.42
goon;0.01
gossip;0.2
graceless;0.15
gracelessly;0.37
graft;0.13
grainy;0.38
grapple;0.17
grate;0.07
grating;0.37
gravely;0.2
greasy;0.39
greed;0.26
greedy;0.06
grief;0.39
grievance;0.03
grievances;0.14
grieve;0.41
grieving;0.36
grievous;0.28
grievously;0.13
grim;0.3
grimace;0.26
grind;0
gripe;0.05
gripes;0.24
grisly;0.43
gritty;0.02
gross;0.32
grossly;0.46
grotesque;0.04
grouch;0.17
grouchy;0.11
groundless;0.29
grouse;0.21
growl;0.23
grudge;0.21
grudges;0.12
grudging;0.28
grudgingly;0.13
gruesome;0.03
gruesomely;0.42
gruff;0.07
grumble;0.41
grumpier;0.02
grumpiest;0.18
grumpily;0.44
grumpish;0.24
grumpy;0.2
guile;0.37
guilt;0.21
guiltily;0.21
guilty;0.09
gullible;0.27
gutless;0.08
gutter;0.38
hack;0.32
hacks;0.41
haggard;0.17
haggle;0.46
hairloss;0.24
halfhearted;0.32
halfheartedly;0.19
hallucinate;0.06
hallucination;0.01
hamper;0.4
hampered;0.07
handicapped;0.42
hang;0.41
hangs;0.16
haphazard;0.18
hapless;0.18
harangue;0.17
harass;0.18
harassed;0.42
harasses;0.45
harassment;0.29
harboring;0.46
harbors;0.38
hard;0.28
hard-hit;0
hard-line;0.07
hard-liner;0.35
hardball;0.03
harden;0.46
hardened;0.17
hardheaded;0.31
hardhearted;0.39
hardliner;0.25
hardliners;0.2
hardship;0.39
hardships;0.32
harm;0.24
harmed;0.36
harmful;0.47
harms;0.33
harpy;0.06
harridan;0.02
harried;0.37
harrow;0.1
harsh;0.27
harshly;0.47
hasseling;0.45
hassle;0.23
hassled;0.08
hassles;0.1
haste;0.35
hastily;0.05
hasty;0.28
hate;0.48
hated;0.46
hateful;0.16
hatefully;0.25
hatefulness;0.12
hater;0.42
haters;0.33
hates;0.29
hating;0.08
hatred;0.38
haughtily;0.47
haughty;0.34
haunt;0.3
haunting;0.21
havoc;0.14
hawkish;0.44
haywire;0.46
hazard;0.22
hazardous;0.38
haze;0.29
hazy;0.41
head-aches;0.27
headache;0.08
headaches;0.4
heartbreaker;0.11
heartbreaking;0.42
heartbreakingly;0.04
heartless;0.3
heathen;0.02
heavy-handed;0.23
heavyhearted;0.34
heck;0.49
heckle;0.16
heckled;0.27
heckles;0.28
hectic;0.16
hedge;0.07
hedonistic;0.26
heedless;0.48
hefty;0.41
hegemonism;0.44
hegemonistic;0.44
hegemony;0.08
heinous;0.14
hell;0.21
hell-bent;0.17
hellion;0.21
hells;0.27
helpless;0.32
helplessly;0.25
helplessness;0.25
heresy;0.03
heretic;0.45
heretical;0.29
hesitant;0.01
hestitant;0.03
hideous;0.48
hideously;0.28
hideousness;0.42
high-priced;0.23
hiliarious;0.03
hinder;0.3
hindrance;0.34
hiss;0.05
hissed;0.21
hissing;0.21
ho-hum;0.02
hoard;0.22
hoax;0.43
hobble;0.37
hogs;0.29
hollow;0.44
hoodium;0.32
hoodwink;0.45
hooligan;0.02
hopeless;0.26
hopelessly;0.26
hopelessness;0.25
horde;0.05
horrendous;0.17
horrendously;0.41
horrible;0.41
horrid;0.17
horrific;0.25
horrified;0.48
horrifies;0.37
horrify;0.2
horrifying;0.25
horrifys;0.14
hostage;0.36
hostile;0.37
hostilities;0.38
hostility;0.31
hotbeds;0.45
hothead;0.38
hotheaded;0.02
hothouse;0.48
hubris;0.02
huckster;0.2
hum;0.01
humid;0.4
humiliate;0.22
humiliating;0.48
humiliation;0
humming;0.35
hung;0.48
hurt;0.11
hurted;0.45
hurtful;0.36
hurting;0.06
hurts;0.06
hustler;0.15
hype;0.21
hypocricy;0.25
hypocrisy;0.29
hypocrite;0.13
hypocrites;0.07
hypocritical;0.23
hypocritically;0.28
hysteria;0.34
hysteric;0.11
hysterical;0.22
hysterically;0.47
hysterics;0.37
idiocies;0.12
idiocy;0.23
idiot;0.46
idiotic;0.48
idiotically;0.16
idiots;0.11
idle;0.37
ignoble;0.46
ignominious;0.15
ignominiously;0.16
ignominy;0.1
ignorance;0.38
ignorant;0.17
ignore;0.25
ill-advised;0.47
ill-conceived;0.33
ill-defined;0.13
ill-designed;0.37
ill-fated;0.42
ill-favored;0.45
ill-formed;0.46
ill-mannered;0.42
ill-natured;0.17
ill-sorted;0.47
ill-tempered;0.06
ill-treated;0.28
ill-treatment;0.25
ill-usage;0.11
ill-used;0.42
illegal;0.43
illegally;0.38
illegitimate;0.22
illicit;0.09
illiterate;0.01
illness;0.29
illogic;0.43
illogical;0.07
illogically;0.32
illusion;0.47
illusions;0.25
illusory;0.38
imaginary;0.22
imbalance;0.48
imbecile;0.36
imbroglio;0.27
immaterial;0.42
immature;0.07
imminence;0.26
imminently;0.04
immobilized;0.34
immoderate;0.06
immoderately;0.4
immodest;0.12
immoral;0.24
immorality;0.3
immorally;0.25
immovable;0.38
impair;0.11
impaired;0.21
impasse;0.45
impatience;0.03
impatient;0.09
impatiently;0.03
impeach;0.01
impedance;0.4
impede;0.31
impediment;0.38
impending;0.26
impenitent;0.11
imperfect;0.18
imperfection;0.46
imperfections;0.42
imperfectly;0.13
imperialist;0.25
imperil;0.4
imperious;0.47
imperiously;0.19
impermissible;0.2
impersonal;0.08
impertinent;0.3
impetuous;0.48
impetuously;0.32
impiety;0.09
impinge;0.2
impious;0.48
implacable;0.36
implausible;0.04
implausibly;0.26
implicate;0.11
implication;0.5
implode;0.44
impolite;0.37
impolitely;0.48
impolitic;0.29
importunate;0.38
importune;0.05
impose;0.39
imposers;0.26
imposing;0.37
imposition;0.26
impossible;0.04
impossiblity;0.18
impossibly;0.21
impotent;0.31
impoverish;0.47
impoverished;0.07
impractical;0.35
imprecate;0.36
imprecise;0.09
imprecisely;0.39
imprecision;0.13
imprison;0.31
imprisonment;0.35
improbability;0.29
improbable;0.43
improbably;0.17
improper;0.28
improperly;0.23
impropriety;0.13
imprudence;0.26
imprudent;0.17
impudence;0.06
impudent;0.16
impudently;0.1
impugn;0.15
impulsive;0.12
impulsively;0.15
impunity;0.17
impure;0.45
impurity;0.08
inability;0.25
inaccuracies;0.45
inaccuracy;0.1
inaccurate;0.07
inaccurately;0.01
inaction;0.23
inactive;0.37
inadequacy;0.22
inadequate;0.49
inadequately;0.45
inadverent;0.15
inadverently;0.04
inadvisable;0.4
inadvisably;0.47
inane;0.19
inanely;0.46
inappropriate;0.23
inappropriately;0.35
inapt;0.27
inaptitude;0.2
inarticulate;0.46
inattentive;0.5
inaudible;0.23
incapable;0.25
incapably;0.29
incautious;0.38
incendiary;0.23
incense;0.27
incessant;0.37
incessantly;0.1
incite;0.5
incitement;0.44
incivility;0.34
inclement;0.24
incognizant;0.47
incoherence;0.14
incoherent;0.05
incoherently;0.04
incommensurate;0.14
incomparable;0.16
incomparably;0.39
incompatability;0.41
incompatibility;0.2
incompatible;0.11
incompetence;0.38
incompetent;0.3
incompetently;0.43
incomplete;0.1
incompliant;0.12
incomprehensible;0.02
incomprehension;0.08
inconceivable;0.19
inconceivably;0.35
incongruous;0.47
incongruously;0.3
inconsequent;0.13
inconsequential;0.25
inconsequentially;0.25
inconsequently;0.22
inconsiderate;0.3
inconsiderately;0.07
inconsistence;0.23
inconsistencies;0.28
inconsistency;0.08
inconsistent;0.16
inconsolable;0.15
inconsolably;0.24
inconstant;0.14
inconvenience;0.27
inconveniently;0.23
incorrect;0.07
incorrectly;0.19
incorrigible;0.15
incorrigibly;0.46
incredulous;0.09
incredulously;0.13
inculcate;0.41
indecency;0.1
indecent;0.32
indecently;0.07
indecision;0.33
indecisive;0.27
indecisively;0.03
indecorum;0.35
indefensible;0.17
indelicate;0.09
indeterminable;0.22
indeterminably;0.19
indeterminate;0.45
indifference;0.04
indifferent;0.44
indigent;0.35
indignant;0.11
indignantly;0.25
indignation;0.11
indignity;0.21
indiscernible;0.02
indiscreet;0.08
indiscreetly;0.31
indiscretion;0.31
indiscriminate;0.19
indiscriminately;0.12
indiscriminating;0.12
indistinguishable;0.48
indoctrinate;0.02
indoctrination;0.3
indolent;0.3
indulge;0.14
ineffective;0.27
ineffectively;0.42
ineffectiveness;0.04
ineffectual;0.21
ineffectually;0.32
ineffectualness;0.44
inefficacious;0.17
inefficacy;0.43
inefficiency;0.04
inefficient;0.49
inefficiently;0.36
inelegance;0.45
inelegant;0.26
ineligible;0.4
ineloquent;0.35
ineloquently;0.32
inept;0.24
ineptitude;0.05
ineptly;0.07
inequalities;0.1
inequality;0.29
inequitable;0.36
inequitably;0.41
inequities;0.03
inescapable;0.23
inescapably;0.21
inessential;0.09
inevitable;0.45
inevitably;0.49
inexcusable;0.26
inexcusably;0.43
inexorable;0.21
inexorably;0.07
inexperience;0.22
inexperienced;0.42
inexpert;0.08
inexpertly;0.3
inexpiable;0.44
inexplainable;0.29
inextricable;0.38
inextricably;0.21
infamous;0.08
infamously;0.1
infamy;0.39
infected;0.18
infection;0.2
infections;0.16
inferior;0.47
inferiority;0.33
infernal;0.39
infest;0.4
infested;0.13
infidel;0.43
infidels;0.12
infiltrator;0.33
infiltrators;0.06
infirm;0.16
inflame;0.47
inflammation;0.3
inflammatory;0.05
inflammed;0.28
inflated;0.11
inflationary;0.21
inflexible;0.19
inflict;0.35
infraction;0.22
infringe;0.23
infringement;0.47
infringements;0.26
infuriate;0.06
infuriated;0.35
infuriating;0.35
infuriatingly;0.19
inglorious;0.42
ingrate;0.18
ingratitude;0.25
inhibit;0.31
inhibition;0.49
inhospitable;0.14
inhospitality;0.23
inhuman;0
inhumane;0.35
inhumanity;0.35
inimical;0.22
inimically;0.45
iniquitous;0.12
iniquity;0.14
injudicious;0.16
injure;0.3
injurious;0.39
injury;0.47
injustice;0.14
injustices;0.08
innuendo;0.47
inoperable;0.14
inopportune;0.47
inordinate;0.36
inordinately;0.09
insane;0.06
insanely;0.43
insanity;0.37
insatiable;0.24
insecure;0.13
insecurity;0.03
insensible;0.02
insensitive;0.29
insensitively;0.49
insensitivity;0.21
insidious;0.07
insidiously;0.04
insignificance;0.04
insignificant;0.11
insignificantly;0.39
insincere;0.01
insincerely;0.09
insincerity;0.2
insinuate;0.1
insinuating;0.02
insinuation;0.31
insociable;0.36
insolence;0.13
insolent;0.37
insolently;0.3
insolvent;0.46
insouciance;0.24
instability;0.43
instable;0.22
instigate;0.43
instigator;0.27
instigators;0.18
insubordinate;0.46
insubstantial;0.28
insubstantially;0.46
insufferable;0
insufferably;0.41
insufficiency;0.39
insufficient;0.06
insufficiently;0.18
insular;0.16
insult;0.5
insulted;0.01
insulting;0.47
insultingly;0.31
insults;0.08
insupportable;0.07
insupportably;0.29
insurmountable;0.18
insurmountably;0.07
insurrection;0.16
intefere;0.25
inteferes;0
intense;0.35
interfere;0.44
interference;0.28
interferes;0.21
intermittent;0.09
interrupt;0.37
interruption;0.07
interruptions;0.23
intimidate;0.03
intimidating;0.13
intimidatingly;0.02
intimidation;0.19
intolerable;0.45
intolerablely;0.02
intolerance;0.48
intoxicate;0.27
intractable;0.3
intransigence;0.16
intransigent;0.14
intrude;0.23
intrusion;0.16
intrusive;0.31
inundate;0.33
inundated;0.14
invader;0.43
invalid;0
invalidate;0.17
invalidity;0.26
invasive;0.49
invective;0.37
inveigle;0.29
invidious;0.21
invidiously;0.34
invidiousness;0.47
invisible;0.18
involuntarily;0.3
involuntary;0.4
irascible;0.39
irate;0.16
irately;0.18
ire;0.39
irk;0.05
irked;0.03
irking;0.15
irks;0.45
irksome;0.12
irksomely;0.26
irksomeness;0.15
irksomenesses;0.4
ironic;0.33
ironical;0.49
ironically;0.15
ironies;0.23
irony;0
irragularity;0.36
irrational;0.15
irrationalities;0
irrationality;0.22
irrationally;0.26
irrationals;0.28
irreconcilable;0.27
irrecoverable;0.15
irrecoverableness;0.44
irrecoverablenesses;0.09
irrecoverably;0.23
irredeemable;0.07
irredeemably;0.25
irreformable;0.12
irregular;0.47
irregularity;0.44
irrelevance;0.22
irrelevant;0.32
irreparable;0.13
irreplacible;0.4
irrepressible;0.37
irresolute;0.02
irresolvable;0.17
irresponsible;0.16
irresponsibly;0.37
irretating;0.13
irretrievable;0.04
irreversible;0.46
irritable;0.14
irritably;0.4
irritant;0.45
irritate;0.34
irritated;0.14
irritating;0.26
irritation;0.48
irritations;0.27
isolate;0.36
isolated;0.38
isolation;0.33
issue;0.44
issues;0.5
itch;0.27
itching;0.18
itchy;0.45
jabber;0.15
jaded;0.48
jagged;0.23
jam;0.28
jarring;0.32
jaundiced;0.42
jealous;0.48
jealously;0.39
jealousness;0.01
jealousy;0.39
jeer;0.46
jeering;0.42
jeeringly;0.22
jeers;0.4
jeopardize;0.11
jeopardy;0.34
jerk;0.24
jerky;0.41
jitter;0.06
jitters;0.33
jittery;0.45
job-killing;0.48
jobless;0.46
joke;0.03
joker;0.06
jolt;0.21
judder;0.32
juddering;0.36
judders;0.18
jumpy;0.31
junk;0.39
junky;0.06
junkyard;0.31
jutter;0.15
jutters;0.1
kaput;0
kill;0.41
killed;0.2
killer;0.02
killing;0.21
killjoy;0.12
kills;0.24
knave;0.05
knife;0.14
knock;0.08
knotted;0.21
kook;0.45
kooky;0.16
lack;0.49
lackadaisical;0.43
lacked;0.1
lackey;0.25
lackeys;0.46
lacking;0.45
lackluster;0.31
lacks;0.25
laconic;0.05
lag;0.07
lagged;0.21
lagging;0.05
laggy;0.43
lags;0.08
laid-off;0.3
lambast;0.01
lambaste;0.04
lame;0.33
lame-duck;0.38
lament;0.16
lamentable;0.17
lamentably;0.44
languid;0.29
languish;0.16
languor;0.09
languorous;0.28
languorously;0.04
lanky;0.47
lapse;0.41
lapsed;0.3
lapses;0.11
lascivious;0.17
last-ditch;0.49
latency;0.04
laughable;0.13
laughably;0.34
laughingstock;0.09
lawbreaker;0.09
lawbreaking;0.24
lawless;0.18
lawlessness;0.19
layoff;0.43
layoff-happy;0.3
lazy;0.23
leak;0.17
leakage;0.11
leakages;0.36
leaking;0.47
leaks;0.24
leaky;0.38
lech;0.45
lecher;0.34
lecherous;0.12
lechery;0.48
leech;0.05
leer;0.15
leery;0.09
left-leaning;0.41
lemon;0.2
lengthy;0.15
less-developed;0.37
lesser-known;0.34
letch;0.35
lethal;0.46
lethargic;0.08
lethargy;0.19
lewd;0.41
lewdly;0.36
lewdness;0.03
liability;0.1
liable;0.26
liar;0.05
liars;0.11
licentious;0.28
licentiously;0.33
licentiousness;0.01
lie;0.01
lied;0.24
lier;0.33
lies;0.4
life-threatening;0.39
lifeless;0.22
limit;0.46
limitation;0.15
limitations;0.11
limited;0.04
limits;0.14
limp;0.1
listless;0.44
litigious;0.06
little-known;0.1
livid;0.41
lividly;0.33
loath;0.13
loathe;0.13
loathing;0.26
loathly;0.13
loathsome;0.15
loathsomely;0.02
lone;0.16
loneliness;0.34
lonely;0.46
loner;0.27
lonesome;0.33
long-time;0.2
long-winded;0.22
longing;0.47
longingly;0.25
loophole;0.12
loopholes;0.21
loose;0.49
loot;0.17
lorn;0.39
lose;0.25
loser;0.16
losers;0.22
loses;0.07
losing;0.18
loss;0.29
losses;0.12
lost;0.17
loud;0.13
louder;0.21
lousy;0.04
loveless;0.12
lovelorn;0.16
low-rated;0.38
lowly;0.1
ludicrous;0.3
ludicrously;0.33
lugubrious;0.37
lukewarm;0.43
lull;0.34
lumpy;0.05
lunatic;0.09
lunaticism;0.43
lurch;0.33
lure;0.04
lurid;0.23
lurk;0.34
lurking;0.16
lying;0.23
macabre;0.17
mad;0.46
madden;0.15
maddening;0.01
maddeningly;0.14
madder;0.37
madly;0.04
madman;0.01
madness;0.32
maladjusted;0.23
maladjustment;0.32
malady;0.42
malaise;0.35
malcontent;0.11
malcontented;0.26
maledict;0.5
malevolence;0.19
malevolent;0.11
malevolently;0.06
malice;0
malicious;0.28
maliciously;0.36
maliciousness;0.03
malign;0.36
malignant;0.16
malodorous;0.25
maltreatment;0.16
mangle;0.29
mangled;0.36
mangles;0.32
mangling;0.28
mania;0.48
maniac;0.31
maniacal;0.24
manic;0.22
manipulate;0.45
manipulation;0.37
manipulative;0.17
manipulators;0.03
mar;0.03
marginal;0.38
marginally;0.37
martyrdom;0.48
martyrdom-seeking;0.16
mashed;0.13
massacre;0.24
massacres;0.42
matte;0.15
mawkish;0.26
mawkishly;0.46
mawkishness;0.08
meager;0.21
meaningless;0.3
meanness;0.38
measly;0.27
meddle;0.45
meddlesome;0.42
mediocre;0.25
mediocrity;0.44
melancholy;0.24
melodramatic;0.11
melodramatically;0.34
meltdown;0.45
menace;0.49
menacing;0.13
menacingly;0.15
mendacious;0.38
mendacity;0.1
menial;0.49
merciless;0.06
mercilessly;0.01
mess;0.05
messed;0.4
messes;0.12
messing;0.25
messy;0.39
midget;0.08
miff;0.22
militancy;0.13
mindless;0.47
mindlessly;0.41
mirage;0.24
mire;0.08
misalign;0.18
misaligned;0.44
misaligns;0.33
misapprehend;0.13
misbecome;0.1
misbecoming;0.35
misbegotten;0.11
misbehave;0.17
misbehavior;0.48
miscalculate;0.29
miscalculation;0.25
miscellaneous;0.42
mischief;0.38
mischievous;0.21
mischievously;0.06
misconception;0.17
misconceptions;0.38
miscreant;0.2
miscreants;0.49
misdirection;0.49
miser;0.27
miserable;0.38
miserableness;0.08
miserably;0.32
miseries;0.44
miserly;0.3
misery;0.48
misfit;0.02
misfortune;0.43
misgiving;0.02
misgivings;0.15
misguidance;0.37
misguide;0.24
misguided;0.01
mishandle;0.1
mishap;0.23
misinform;0.42
misinformed;0.44
misinterpret;0.23
misjudge;0.27
misjudgment;0.45
mislead;0.08
misleading;0.27
misleadingly;0.38
mislike;0.12
mismanage;0.23
mispronounce;0.34
mispronounced;0.07
mispronounces;0.34
misread;0.19
misreading;0.41
misrepresent;0.17
misrepresentation;0.15
miss;0.2
missed;0.31
misses;0.34
misstatement;0.21
mist;0.09
mistake;0.13
mistaken;0.2
mistakenly;0.16
mistakes;0.14
mistified;0.02
mistress;0.11
mistrust;0
mistrustful;0.13
mistrustfully;0.07
mists;0.04
misunderstand;0.26
misunderstanding;0.45
misunderstandings;0.19
misunderstood;0.48
misuse;0.13
moan;0.19
mobster;0.44
mock;0.46
mocked;0.14
mockeries;0.29
mockery;0.46
mocking;0.36
mockingly;0.19
mocks;0.38
molest;0.07
molestation;0.03
monotonous;0.08
monotony;0.43
monster;0.43
monstrosities;0.02
monstrosity;0.08
monstrous;0.5
monstrously;0.08
moody;0.08
moot;0.44
mope;0.09
morbid;0.48
morbidly;0.17
mordant;0.03
mordantly;0.41
moribund;0.29
moron;0.2
moronic;0.24
morons;0.43
mortification;0.06
mortified;0.24
mortify;0.16
mortifying;0.19
motionless;0.47
motley;0.2
mourn;0.18
mourner;0.46
mournful;0.35
mournfully;0.3
muddle;0.49
muddy;0.1
mudslinger;0.32
mudslinging;0.29
mulish;0.4
multi-polarization;0.49
mundane;0.27
murder;0.43
murderer;0.36
murderous;0.28
murderously;0.14
murky;0.17
muscle-flexing;0.17
mushy;0.16
musty;0.37
mysterious;0.39
mysteriously;0.41
mystery;0.12
mystify;0.07
myth;0.43
nag;0.47
nagging;0.35
naive;0.03
naively;0.08
narrower;0.3
nastily;0.38
nastiness;0.32
nasty;0.36
naughty;0.25
nauseate;0.09
nauseates;0.03
nauseating;0.22
nauseatingly;0.41
na�ve;0.18
nebulous;0.17
nebulously;0.28
needless;0.13
needlessly;0.35
needy;0.49
nefarious;0.35
nefariously;0.27
negate;0.12
negation;0.19
negative;0.32
negatives;0.23
negativity;0.3
neglect;0.06
neglected;0.11
negligence;0.11
negligent;0.28
nemesis;0.03
nepotism;0.15
nervous;0.42
nervously;0.23
nervousness;0.21
nettle;0.3
nettlesome;0.45
neurotic;0.23
neurotically;0.42
niggle;0.39
niggles;0.26
nightmare;0.32
nightmarish;0.31
nightmarishly;0.43
nitpick;0.24
nitpicking;0.48
noise;0.12
noises;0.11
noisier;0.25
noisy;0.12
non-confidence;0.06
nonexistent;0.02
nonresponsive;0.39
nonsense;0.09
nosey;0.46
notoriety;0.26
notorious;0.2
notoriously;0.42
noxious;0.19
nuisance;0.5
numb;0.47
obese;0.24
object;0.02
objection;0.28
objectionable;0
objections;0.01
oblique;0.03
obliterate;0.08
obliterated;0.29
oblivious;0.12
obnoxious;0.11
obnoxiously;0.24
obscene;0.22
obscenely;0.08
obscenity;0.37
obscure;0.34
obscured;0.48
obscures;0.3
obscurity;0.49
obsess;0.02
obsessive;0.22
obsessively;0.28
obsessiveness;0.35
obsolete;0.49
obstacle;0.44
obstinate;0.23
obstinately;0.43
obstruct;0.42
obstructed;0.02
obstructing;0.17
obstruction;0.22
obstructs;0.09
obtrusive;0.05
obtuse;0.06
occlude;0.35
occluded;0.08
occludes;0.37
occluding;0.29
odd;0.1
odder;0.38
oddest;0.01
oddities;0.14
oddity;0.38
oddly;0.34
odor;0.03
offence;0.21
offend;0.04
offender;0.19
offending;0.43
offenses;0.44
offensive;0.15
offensively;0.2
offensiveness;0.09
officious;0.2
ominous;0.13
ominously;0
omission;0.13
omit;0.18
one-sided;0.15
onerous;0.47
onerously;0.4
onslaught;0.46
opinionated;0.17
opponent;0.4
opportunistic;0.5
oppose;0.03
opposition;0.18
oppositions;0.45
oppress;0.23
oppression;0.47
oppressive;0.14
oppressively;0.02
oppressiveness;0.46
oppressors;0.26
ordeal;0.49
orphan;0.29
ostracize;0.24
outbreak;0.29
outburst;0.4
outbursts;0.31
outcast;0.32
outcry;0.02
outlaw;0.42
outmoded;0.23
outrage;0.49
outraged;0.1
outrageous;0.33
outrageously;0.32
outrageousness;0.26
outrages;0.02
outsider;0.27
over-acted;0.43
over-awe;0.44
over-balanced;0.18
over-hyped;0.46
over-priced;0.42
over-valuation;0.04
overact;0.07
overacted;0.37
overawe;0.15
overbalance;0.06
overbalanced;0.1
overbearing;0.31
overbearingly;0.39
overblown;0.35
overdo;0.17
overdone;0.08
overdue;0.26
overemphasize;0
overheat;0.38
overkill;0.44
overloaded;0.34
overlook;0.33
overpaid;0.26
overpayed;0.28
overplay;0.01
overpower;0.49
overpriced;0.22
overrated;0.35
overreach;0.48
overrun;0.34
overshadow;0.29
oversight;0.16
oversights;0.07
oversimplification;0.25
oversimplified;0.27
oversimplify;0.08
oversize;0.16
overstate;0.38
overstated;0.44
overstatement;0.47
overstatements;0.25
overstates;0.09
overtaxed;0.21
overthrow;0.17
overthrows;0.19
overturn;0.18
overweight;0.39
overwhelm;0.27
overwhelmed;0.38
overwhelming;0.21
overwhelmingly;0.06
overwhelms;0.46
overzealous;0.25
overzealously;0.26
overzelous;0.31
pain;0.31
painful;0.32
painfull;0.09
painfully;0.1
pains;0.36
pale;0.41
pales;0.11
paltry;0.1
pan;0.15
pandemonium;0.05
pander;0.37
pandering;0.08
panders;0.44
panic;0.25
panick;0.36
panicked;0.18
panicking;0.35
panicky;0.37
paradoxical;0.09
paradoxically;0.15
paralize;0.08
paralyzed;0.33
paranoia;0.07
paranoid;0.3
parasite;0
pariah;0.17
parody;0.1
partiality;0.43
partisan;0.24
partisans;0.43
passe;0.44
passive;0.26
passiveness;0.34
pathetic;0.5
pathetically;0.08
patronize;0.08
paucity;0.11
pauper;0.21
paupers;0.07
payback;0.13
peculiar;0.34
peculiarly;0.08
pedantic;0.37
peeled;0.08
peeve;0.23
peeved;0.12
peevish;0
peevishly;0.42
penalize;0.12
penalty;0.46
perfidious;0.03
perfidity;0.14
perfunctory;0.4
peril;0.16
perilous;0.26
perilously;0.14
perish;0.31
pernicious;0.29
perplex;0.08
perplexed;0.48
perplexing;0.19
perplexity;0.22
persecute;0.21
persecution;0.12
pertinacious;0.48
pertinaciously;0.1
pertinacity;0.26
perturb;0.03
perturbed;0.17
pervasive;0.13
perverse;0.37
perversely;0.33
perversion;0
perversity;0.39
pervert;0.1
perverted;0.17
perverts;0.26
pessimism;0.29
pessimistic;0.15
pessimistically;0.08
pest;0.44
pestilent;0.05
petrified;0.31
petrify;0.04
pettifog;0.36
petty;0.04
phobia;0.11
phobic;0.11
phony;0.25
picket;0.22
picketed;0.23
picketing;0.49
pickets;0.22
picky;0.03
pig;0.14
pigs;0
pillage;0.21
pillory;0.4
pimple;0.25
pinch;0.37
pique;0.27
pitiable;0.14
pitiful;0.3
pitifully;0.22
pitiless;0.38
pitilessly;0.2
pittance;0.13
pity;0.34
plagiarize;0.39
plague;0.15
plasticky;0.15
plaything;0.02
plea;0.29
pleas;0.34
plebeian;0.5
plight;0.17
plot;0.4
plotters;0.35
ploy;0.19
plunder;0.2
plunderer;0.34
pointless;0.01
